gid,생산가능인구,도서관,변압기,전기차,충전량_kWh,충전일수,충전소,주차면수,건물수,학교,민행기_SN,음식점,경기장,대형마트,교통량,공원
가사46aa99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46ab99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46ab99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46ba99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46ba99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46ba99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46bb99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46bb99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사46bb99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47aa99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47aa99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47aa99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47aa99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ab99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47ba99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb99ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사47bb99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa98bb,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48aa99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab98bb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ab99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba95ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba98aa,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba98ab,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48ba99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb97bb,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb98aa,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사48bb99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa95ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa98aa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49aa99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ab99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba81ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba81ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba81bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba82aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba95ba,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba98ab,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba99ab,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba99ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49ba99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb81ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb81ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb81bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb82aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb95ab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb95ba,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb97bb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb98aa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb98ab,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
가사49bb98ba,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
가사49bb98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb99ba,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사49bb99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa81ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa81bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa95ab,22,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
가사50aa95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa98ba,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50aa99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab83bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab84aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab95ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab98bb,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab99aa,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab99ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ab99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba83ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba83bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba84aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba95bb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba98ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba98bb,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
가사50ba99aa,80,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0
가사50ba99ab,20,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
가사50ba99ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50ba99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb83ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb83bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb84aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb98ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb99aa,71,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0
가사50bb99ab,134,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
가사50bb99ba,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
가사50bb99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa83ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa83ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa83bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa95ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa95bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa98ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa99aa,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa99ab,484,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
가사51aa99ba,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51aa99bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab83aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab83ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab83ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab83bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab94bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab95aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab95ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab95ba,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab95bb,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab96aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab96ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab96bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab97aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab97ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab97ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab97bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab98aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab98ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab98ba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab98bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab99aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab99ab,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
가사51ab99ba,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
