충전소,충전량_kWh,충전일수,주소,X좌표,Y좌표,시군구명,도서관,민행기,변압기,전기차,경제인구수,주차면수,건물수
부원 공영주차장,36475.69000,589,인천광역시 부평구 부평동 341-193  주차장 입구 오른쪽,126.71936,37.49232,부평구,8,67,1371,93,248417.00000,137515.00000,303.00000
부평국민체육센터,13994.98000,295,"인천광역시 부평구 부평대로296번길 33 (갈산동, 부평구 다목적 실내체육관)",126.72347,37.51863,부평구,6,71,1390,136,276660.00000,495064.00000,256.00000
부평깡시장 공영주차장,4333.53000,131,인천광역시 부평구 부흥로 315,126.72685,37.49867,부평구,8,79,1417,140,271131.00000,582113.00000,420.00000
부평아트센터,12668.92000,334,"인천광역시 부평구 아트센터로 166 (십정동, 부평아트센터)",126.70516,37.48226,부평구,4,54,943,28,153247.00000,45262.00000,128.00000
삼산농산물도매시장,6254.46000,257,"인천광역시 부평구 영성동로 46 (삼산동, 삼산농산물도매시장)",126.74900,37.52182,부평구,4,36,598,43,128588.00000,91183.00000,130.00000
서곶근린공원 제1주차장,4226.91000,137,인천광역시 서구 연희동 산150-5,126.68152,37.54711,서구,8,20,318,70,61764.00000,21912.00000,80.00000
서림초교 뒤 공영주차장,18985.67000,408,인천광역시 동구 송림동 125-3,126.64820,37.47644,동구,10,70,1169,121,114415.00000,18866.00000,107.00000
서운체육공원 주차장,4720.24000,196,인천광역시 계양구 서운동 207,126.74750,37.53262,계양구,3,47,771,110,165155.00000,79118.00000,118.00000
소래제1주차장,4506.32000,133,인천광역시 남동구 논현동 754-4,126.73644,37.39779,남동구,4,23,315,50,65962.00000,35931.00000,55.00000
송도골프,22123.05000,432,인천광역시 연수구 능허대로 236,126.65056,37.41487,연수구,3,30,426,75,88210.00000,141088.00000,239.00000
송도컨벤시아,25121.35000,496,"인천광역시 연수구 센트럴로 123 , 지하주차장 1층",126.64555,37.38814,연수구,3,30,393,209,95413.00000,108674.00000,127.00000
송림체육관,30617.47000,595,인천광역시 동구 염전로 30,126.64758,37.48439,동구,5,52,1145,107,70746.00000,20125.00000,89.00000
신기남부종합시장 주차장,7561.01000,142,인천광역시 미추홀구 주안동 1311-17,126.67865,37.44622,미추홀구,6,61,1075,57,187865.00000,74048.00000,160.00000
신문리 공영주차장,7411.52000,164,인천광역시 강화군 강화읍 향나무길 20 (신문리),126.47916,37.74653,강화군,1,18,123,14,12044.00000,674.00000,6.00000
십리포해수욕장 주차장,1561.03000,68,인천광역시 옹진군 영흥면 영흥북로 382,126.48647,37.28147,옹진군,0,2,13,4,785.00000,,
아트센터인천,11356.43000,212,인천광역시 연수구 아트센터대로 222,126.62701,37.39378,연수구,0,11,184,103,45446.00000,60779.00000,45.00000
연세대학교 국제캠퍼스,53172.87000,656,인천광역시 연수구 송도동 162-1  포스코 그린빌딩 앞 주차장,126.66727,37.38151,연수구,2,20,325,121,59740.00000,66033.00000,65.00000
연수구청,8931.53000,208,인천광역시 연수구 원인재로 115,126.67834,37.40949,연수구,3,43,1127,78,105773.00000,459586.00000,593.00000
열우물경기장,6591.65000,158,인천광역시 부평구 십정동 109-2,126.69283,37.47882,부평구,8,54,1234,32,153915.00000,21929.00000,137.00000
영종대교 휴게소 주차장,30137.35000,578,인천광역시 서구 경서동 산 257-4  지상 버스주차장 옆,126.60708,37.55390,서구,0,1,63,1,1193.00000,463.00000,3.00000
영흥수산물직판장 주차장,11727.52000,408,인천광역시 옹진군 영흥면 내리 8-165  공중화장실 옆,126.49793,37.25545,옹진군,1,4,28,3,1646.00000,65.00000,1.00000
온수리 공영 주차장,9405.42000,190,인천광역시 강화군 길상면 온수리 546-34,126.49212,37.63915,강화군,0,7,45,18,2539.00000,242.00000,3.00000
온수리 제1공영주차장,1698.31000,75,인천광역시 강화군 길상면 마니산로 20,126.48966,37.64210,강화군,0,7,45,17,2455.00000,242.00000,3.00000
용유동사무소,21183.14000,513,인천광역시 중구 마시란로 308-13,126.40243,37.44390,중구,1,5,12,4,1110.00000,,
월미공원 제2주차장,2859.22000,100,인천광역시 중구 월미로 329,126.60027,37.47015,중구,2,9,224,24,6579.00000,2101.00000,17.00000
이마트 동인천점,17285.21000,235,인천광역시 중구 인중로 134,126.62917,37.46655,중구,12,73,806,99,115633.00000,26414.00000,106.00000
이마트 연수점,7994.79000,356,"인천광역시 연수구 경원대로 184 , 주차장 옥상",126.68112,37.40422,연수구,3,36,1415,68,86664.00000,413945.00000,482.00000
인천경제산업정보테크노파크,56706.87000,481,인천광역시 연수구 갯벌로 12,126.65584,37.38254,연수구,4,23,358,156,82800.00000,105857.00000,117.00000
인천공항 정부합동청사,8148.95000,437,"인천광역시 중구 공항로424번길 47 , 정문 주차장",126.46134,37.44039,중구,0,0,30,10,488.00000,295.00000,1.00000
인천공항물류단지 행정지원센터,3976.65000,125,인천광역시 중구 공항동로 296번길 69,126.47748,37.47891,중구,0,6,100,10,10470.00000,1346.00000,4.00000
인천광역시 교통연수원,2078.84000,93,인천광역시 계양구 경명로 990,126.74032,37.56270,계양구,1,19,237,19,58840.00000,21415.00000,42.00000
인천교통공사 본사,5140.67000,163,인천광역시 남동구 경인로 674,126.70853,37.46982,남동구,3,60,1183,68,213877.00000,20734.00000,115.00000
인천나비공원 주차장,3330.10000,129,인천광역시 부평구 청천동 125-3,126.69700,37.52071,부평구,5,38,848,56,118334.00000,27298.00000,69.00000
인천서구청,11003.50000,232,인천광역시 서구 서곶로 307,126.67559,37.54503,서구,11,21,346,78,73311.00000,28704.00000,86.00000
인천서구청 제1주차장,3224.46000,206,"인천광역시 서구 탁옥로51번길 26 , 서구청후문 주차타워 지상 1층",126.67598,37.54606,서구,9,20,334,76,66686.00000,30573.00000,92.00000
인천서구청소년수련관,4030.45000,157,인천광역시 서구 원창로 92,126.65922,37.51760,서구,16,31,927,57,117238.00000,10884.00000,70.00000
인천시청,58794.76000,480,"인천광역시 남동구 정각로 29 , 정문 우측 경비실 앞",126.70470,37.45625,남동구,3,82,1586,116,263605.00000,27351.00000,167.00000
인천아시아드주경기장 D1주차장,31039.17000,219,인천광역시 서구 연희동 187-8,126.66883,37.54895,서구,10,24,517,83,80419.00000,42212.00000,110.00000
인천아시안게임 남동경기장 1주차장,10145.37000,174,인천광역시 남동구 수산동 394-54,126.73346,37.43923,남동구,1,29,539,80,123419.00000,26501.00000,80.00000
인천업사이클 에코센터,23101.29000,449,인천광역시 미추홀구 매소홀로 292번길 7,126.66944,37.45183,미추홀구,8,60,1195,58,206041.00000,86472.00000,181.00000
인천전력관리처,10283.15000,304,인천광역시 부평구 주부토로 238,126.73162,37.51709,부평구,7,59,1189,141,235503.00000,504304.00000,272.00000
인천정보산업테크노파크,2382.64000,84,인천광역시 서구 로봇랜드로 155-11,126.61095,37.51974,서구,0,4,133,27,13693.00000,1211.00000,5.00000
인천직할,35338.48000,590,인천광역시 부평구 주부토로 246,126.72712,37.51691,부평구,7,66,1347,145,264107.00000,516553.00000,296.00000
인천항 갑문홍보관,2217.08000,88,"인천광역시 중구 월미로 376 (북성동1가, 인천항갑문)",126.60415,37.46711,중구,3,14,313,28,10383.00000,2769.00000,22.00000
인천항 크루즈터미널,37.93000,11,인천광역시 연수구 국제항만대로 438,126.59156,37.42469,연수구,0,0,9,0,0.00000,,
장수서창 공영주차장,8414.03000,209,인천광역시 남동구 서창동 558-3,126.74758,37.43577,남동구,0,22,390,66,69547.00000,24459.00000,72.00000
중부지방고용노동청 별관 앞,53635.05000,650,인천광역시 남동구 구월3동 1111-6  중부지방고용노동청 별관 앞,126.69954,37.45113,남동구,3,68,1399,103,237585.00000,28690.00000,167.00000
차이나타운 주차장,13346.03000,407,인천광역시 중구 신포로27번길 80,126.62134,37.47408,중구,7,54,543,53,56278.00000,8954.00000,48.00000
청라에너지,36130.49000,552,인천광역시 서구 봉수대로 696,126.66355,37.53822,서구,16,32,481,105,110352.00000,26913.00000,77.00000
청라중앙호수공원 2주차장,10253.31000,213,인천광역시 서구 경서동 638-5,126.63640,37.52815,서구,9,18,290,82,71460.00000,5809.00000,18.00000
하나로마트 인천점,6853.27000,208,인천광역시 계양구 아나지로 341,126.73058,37.52606,계양구,5,75,1303,181,233239.00000,110633.00000,218.00000
한국환경공단(기후대기관),8303.00000,179,인천광역시 서구 환경로 42 기후대기관,126.63853,37.56914,서구,0,1,217,24,6318.00000,1550.00000,4.00000
현대시장 공영주차장,1234.69000,52,인천광역시 동구 송림동 49-172,126.64725,37.47702,동구,10,70,1150,119,113700.00000,18837.00000,107.00000
홈플러스 가좌점,1813.40000,126,"인천광역시 서구 가정로151번길 11 , 지하주차장 1층 M0구역",126.67070,37.49761,서구,18,35,1479,97,100595.00000,14025.00000,89.00000
홈플러스 계산점,11688.85000,318,인천광역시 계양구 오조산공원로 14,126.73618,37.53947,계양구,2,61,938,115,189724.00000,65780.00000,126.00000
홈플러스 구월점,5795.48000,298,"인천광역시 남동구 예술로 198 , 지하주차장 4층 I4구역",126.70195,37.45174,남동구,3,69,1407,108,239889.00000,26608.00000,163.00000
홈플러스 인천연수점,45747.62000,421,인천광역시 연수구 청능대로 210,126.68362,37.40599,연수구,3,40,1516,68,94312.00000,440069.00000,551.00000
홈플러스 인하점,4000.83000,231,"인천광역시 미추홀구 소성로 6 , 주차장 옥상",126.65085,37.44706,미추홀구,5,46,742,76,142350.00000,93536.00000,129.00000
홈플러스 작전점,17648.21000,331,인천광역시 계양구 계양대로 27,126.72126,37.52617,계양구,5,69,1404,146,228782.00000,70028.00000,194.00000
